NStage,RR,TopPres,StoF,DIST_C4H6_T2,RebDuty_T2,Puri_pred,Duty_pred
6,0.1,3,0.5,0.99438736,4180.7059,0.9887559,6959.7705
6,0.1,3,8.5,0.596132116,5034.8241,0.7008211,7851.1045
6,0.1,3,9,0.567219966,4387.22406,0.6721997,7463.035
6,0.1,3,9.5,0.540245557,3769.00278,0.6431655,7056.34
6,0.1,3,10,0.515193941,3178.02972,0.6139433,6634.693
6,0.1,3.25,0.5,0.994267497,4269.96176,0.98896706,7253.3374
6,0.1,3.25,8.5,0.618778557,6744.40988,0.7153199,9229.511
6,0.1,3.25,9,0.590976072,6202.0231,0.6871152,8885.604
6,0.1,3.25,9.5,0.564944016,5682.89549,0.65828514,8521.153
6,0.1,3.25,10,0.540641794,5190.52858,0.6290848,8139.5576
6,0.1,6.25,0.5,0.992192217,5080.6405,0.9874856,9325.714
6,0.1,6.25,8.5,0.742929368,20014.2859,0.80360603,22085.062
6,0.1,6.25,9,0.725121448,20298.4321,0.7845343,22301.635
6,0.1,6.25,9.5,0.708176204,20589.9634,0.7644491,22477.584
6,0.1,6.25,10,0.69210981,20889.391,0.7434446,22614.309
6,0.1,6.5,0.5,0.991963223,5134.63958,0.9872483,9430.52
6,0.1,6.5,8.5,0.74594641,20803.7004,0.80656147,22866.973
6,0.1,6.5,9,0.7285152,21135.9957,0.7880908,23126.404
6,0.1,6.5,9.5,0.712021126,21476.0364,0.7686648,23344.537
6,0.1,6.5,10,0.696336728,21823.2391,0.74835736,23522.512
6,2.1,3,0.5,0.994934818,6982.15856,0.9970821,9135.551
6,2.1,3,8.5,0.955283297,13516.0696,0.9552469,13878.162
6,2.1,3.25,0.5,0.99491715,7052.8968,0.9971015,9228.225
6,2.1,3.25,9.5,0.93871224,14355.6072,0.94311446,14467.123
6,2.1,3.25,10,0.928451345,14178.9073,0.9351136,14240.084
6,2.1,6.25,0.5,0.994468394,7736.52845,0.99681807,9498.287
6,2.1,6.25,8.5,0.944897828,25529.6114,0.9601799,24344.846
6,2.1,6.25,9,0.938955389,25997.174,0.95539963,24610.246
6,2.1,6.25,9.5,0.932899135,26461.1607,0.95018595,24843.824
6,2.1,6.25,10,0.926735604,26922.8323,0.9445077,25050.797
6,2.1,6.5,0.5,0.994406459,7785.16308,0.9967389,9498.525
6,2.1,6.5,8.5,0.942758211,26266.6953,0.960025,24989.957
6,2.1,6.5,9,0.936819533,26774.7348,0.9552873,25293.293
6,2.1,6.5,9.5,0.93077236,27279.995,0.9501403,25563.332
6,2.1,6.5,10,0.924633748,27782.9911,0.9445567,25805.574
6,2.2,3,0.5,0.994936407,7126.28273,0.9971296,9163.511
6,2.2,3,8.5,0.958832261,13706.2121,0.95755213,14021.834
6,2.2,3.25,0.5,0.994919081,7196.17539,0.9971484,9253.833
6,2.2,3.25,9.5,0.943151847,14561.9295,0.94600487,14603.943
6,2.2,3.25,10,0.933197055,14396.5081,0.9384924,14382.998
6,2.2,6.25,0.5,0.994481677,7871.86011,0.9969061,9503.682
6,2.2,6.25,8.5,0.947063405,25720.9821,0.9617656,24367.332
6,2.2,6.25,9,0.941338872,26193.237,0.9571438,24629.332
6,2.2,6.25,9.5,0.935487733,26661.6242,0.9521162,24860.266
6,2.2,6.25,10,0.929547627,27127.759,0.9466499,25065.666
6,2.2,6.5,0.5,0.994421185,7919.97237,0.9968351,9502.348
6,2.2,6.5,8.5,0.944916927,26459.5508,0.96164215,25009.95
6,2.2,6.5,9,0.939186158,26972.2778,0.95705926,25309.74
6,2.2,6.5,9.5,0.933352254,27481.6585,0.9520925,25576.941
6,2.2,6.5,10,0.927430871,27988.9101,0.9467131,25817.393
6,2.3,3,0.5,0.994937827,7270.47043,0.99717283,9188.439
6,2.3,3,8.5,0.961945782,13891.0686,0.9596407,14153.24
6,2.3,3,9.5,0.943025237,13467.749,0.9474367,13678.016
6,2.3,3.25,0.5,0.994920883,7339.455,0.99719125,9276.923
6,2.3,3.25,9,0.955659076,14908.6435,0.954826,14932.156
6,2.3,3.25,9.5,0.947164895,14763.4549,0.94860154,14728.247
6,2.3,3.25,10,0.937755129,14606.8091,0.941527,14512.982
6,2.3,6.25,0.5,0.99449384,8007.16088,0.996987,9511.15
6,2.3,6.25,8.5,0.949063746,25909.9628,0.9632112,24384.256
6,2.3,6.25,9,0.943541918,26386.9852,0.9587289,24642.484
6,2.3,6.25,9.5,0.937893342,26859.7284,0.9538662,24870.418
6,2.3,6.25,10,0.932171613,27330.0226,0.9485923,25073.934
6,2.3,6.5,0.5,0.99443471,8054.53796,0.99692374,9508.526
6,2.3,6.5,8.5,0.946913916,26650.2466,0.96311265,25024.602
6,2.3,6.5,9,0.941379994,27167.4464,0.9586663,25320.469
6,2.3,6.5,9.5,0.935744556,27681.0189,0.953859,25584.496
6,2.3,6.5,10,0.930018144,28192.3301,0.94866455,25822.848
6,2.4,3,0.5,0.994939174,7414.65629,0.9972129,9210.838
6,2.4,3,8.5,0.964671528,14071.8704,0.9615469,14272.958
6,2.4,3,10,0.936757619,13448.8373,0.94300616,13559.578
6,2.4,3.25,0.5,0.994922569,7482.73617,0.9972309,9297.985
6,2.4,3.25,9,0.958623133,15095.9903,0.9568567,15040.148
6,2.4,3.25,9.5,0.950707128,14957.2192,0.950945,14840.648
6,2.4,3.25,10,0.941928503,14811.1046,0.9442598,14630.65
6,2.4,6.25,0.5,0.994505087,8142.49539,0.9970623,9520.978
6,2.4,6.25,8.5,0.950921239,26097.0854,0.9645392,24395.943
6,2.4,6.25,9,0.945583933,26578.5109,0.9601796,24650.043
6,2.4,6.25,9.5,0.940135709,27055.9897,0.955462,24874.678
6,2.4,6.25,10,0.934580006,27530.0416,0.9503609,25076.027
6,2.4,6.5,0.5,0.994447273,8189.4205,0.9970063,9517.336
6,2.4,6.5,8.5,0.94876914,26839.1023,0.9644596,25034.225
6,2.4,6.5,9,0.943415471,27360.509,0.9601339,25325.822
6,2.4,6.5,9.5,0.937964154,27878.1894,0.95546687,25586.365
6,2.4,6.5,10,0.932409816,28393.4302,0.9504385,25822.332
6,2.5,3,0.5,0.994940423,7558.85464,0.99725026,9231.191
6,2.5,3,8.5,0.967078776,14249.466,0.9632999,14381.5625
6,2.5,3,9.5,0.950984058,13862.1471,0.9522278,13925.498
6,2.5,3,10,0.94120888,13653.9825,0.94565976,13683.112
6,2.5,3.25,0.5,0.99492415,7626.01952,0.9972682,9317.475
6,2.5,3.25,9,0.961249136,15279.3532,0.9587122,15137.3125
6,2.5,3.25,10,0.94569907,15009.6747,0.94672936,14736.654
6,2.5,6.25,0.5,0.994515535,8277.84165,0.9971336,9533.436
6,2.5,6.25,8.5,0.952643102,26281.8847,0.96576816,24402.713
6,2.5,6.25,9,0.947485875,26768.291,0.96151716,24652.38
6,2.5,6.25,9.5,0.942210849,27249.7611,0.95692694,24873.418
6,2.5,6.25,10,0.936847385,27727.9452,0.95197886,25072.35
6,2.5,6.5,0.5,0.994458933,8324.30748,0.9970848,9529.031
6,2.5,6.5,8.5,0.950496489,27026.1127,0.9657027,25039.104
6,2.5,6.5,9,0.945311873,27551.8194,0.96148396,25326.13
6,2.5,6.5,9.5,0.940020263,28073.3328,0.95694005,25582.898
6,2.5,6.5,10,0.93466186,28592.5756,0.9520588,25816.238
22,0.1,3.25,9.5,0.572480956,6721.9268,0.67655456,9365.146
22,0.1,6.25,8.5,0.775081465,20716.6703,0.8130541,21555.879
22,0.1,6.25,9,0.757421034,21034.1996,0.7919227,21801.152
22,0.1,6.5,9.5,0.748522555,22246.2965,0.7775157,22746.182
22,0.1,6.5,10,0.733038265,22625.0724,0.7558271,22928.586
22,2.1,6.25,8.5,0.994965154,23850.6387,0.9791064,23454.363
22,2.1,6.25,9,0.994929407,24302.2346,0.976277,23746.201
22,2.1,6.25,9.5,0.994849512,24780.6036,0.9732164,24000.025
22,2.1,6.25,10,0.994695766,25293.7637,0.9698658,24220.562
22,2.1,6.5,9,0.994929151,25028.7064,0.97639656,24383.307
22,2.1,6.5,9.5,0.994860377,25540.3323,0.9734432,24676.066
22,2.1,6.5,10,0.994731487,26081.4589,0.9702342,24936.803
22,2.2,6.25,8.5,0.994974848,23976.7323,0.9802207,23486.668
22,2.2,6.25,9.5,0.994911756,24878.3106,0.97459745,24028.594
22,2.2,6.25,10,0.994827884,25362.0337,0.9714364,24248.588
22,2.2,6.5,8.5,0.994972393,24663.825,0.98023856,24085.27
22,2.2,6.5,9.5,0.994912718,25643.7407,0.97477806,24703.793
22,2.2,6.5,10,0.994840433,26160.5759,0.9717404,24963.846
22,2.3,6.25,9,0.994966468,24544.1262,0.97861004,23802.535
22,2.3,6.5,8.5,0.994978378,24791.5926,0.9812215,24113.64
22,2.3,6.5,10,0.994895423,26262.4232,0.97306216,24986.629
22,2.4,6.25,8.5,0.994984377,24234.5692,0.9821347,23541.244
22,2.4,6.25,10,0.994926478,25570.2743,0.97403467,24291.86
22,2.4,6.5,8.5,0.994982382,24920.1931,0.9821168,24138.863
22,2.4,6.5,9.5,0.994953871,25882.4277,0.97702044,24747.646
22,2.5,6.25,9,0.99497909,24799.9743,0.98050463,23844.846
22,2.5,6.25,9.5,0.994966216,25241.1564,0.97790223,24091.066
22,2.5,6.25,10,0.99494531,25690.4767,0.97512877,24307.64
22,2.5,6.5,9,0.994976784,25526.0662,0.9805206,24479.535
22,2.5,6.5,9.5,0.994963436,26007.8743,0.97798,24764.203
24,0.1,6.25,8.5,0.775319764,20778.3548,0.80868256,21382.94
24,0.1,6.25,9,0.757691395,21099.7865,0.7879009,21619.766
24,0.1,6.25,10,0.724835345,21760.9821,0.7448697,21932.654
24,0.1,6.5,9,0.765000353,21937.1597,0.79437613,22327.594
24,0.1,6.5,9.5,0.748626214,22312.1018,0.7734893,22550.816
24,2.1,6.25,10,0.994782536,25317.6494,0.9701584,24045.006
24,2.2,6.5,8.5,0.994990709,24707.4389,0.9807531,23927.99
24,2.3,6.25,8.5,0.994993611,24152.7675,0.9817487,23364.074
24,2.3,6.25,10,0.994955961,25484.3265,0.9733388,24106.928
24,2.3,6.5,9,0.994987461,25314.3738,0.97924775,24283.531
24,2.4,6.5,8.5,0.994994175,24967.3831,0.9827474,23990.555
24,2.5,6.25,9,0.994992983,24849.7719,0.98114824,23700.824
24,2.5,6.5,9,0.994992116,25573.5508,0.98120815,24334.8
24,2.5,6.5,10,0.994978988,26537.5986,0.9760478,24866.7
26,0.1,6.25,9,0.757844104,21163.8781,0.7835409,21403.395
26,0.1,6.5,9,0.765192241,22000.1069,0.7895401,22108.283
26,2.3,6.25,8.5,0.994997916,24206.3147,0.9819943,23192.041
26,2.4,6.25,10,0.994989969,25659.7233,0.97479355,23950.723
26,2.5,6.25,10,0.994992956,25789.4685,0.9760888,23977.975
